,price,total_square,rooms,floor
22296,17100000,62.7,3.0,5.0
22297,79500000,160.6,4.0,5.0
22298,120939200,190.0,4.0,7.0
22299,20500000,98.0,3.0,11.0
22300,9000000,24.2,1.0,9.0
22301,14000000,72.0,2.0,12.0
22302,16923369,85.5,3.0,9.0
22303,7150000,39.5,1.0,7.0
22304,15973724,69.7,3.0,12.0
22305,7250000,41.9,1.0,10.0
22306,8380000,49.8,1.0,11.0
22307,41587125,95.7,3.0,19.0
22308,16201730,42.5,1.0,11.0
22309,5800000,31.8,1.0,16.0
22310,105900000,105.9,3.0,21.0
22311,11158077,59.8,3.0,14.0
22313,10200000,35.0,1.0,12.0
22314,9894484,33.7,1.0,2.0
22315,14700000,64.5,3.0,3.0
22316,94929180,122.6,3.0,2.0
22317,7441672,27.5,1.0,9.0
22318,12500000,69.2,2.0,15.0
22319,33500000,78.8,3.0,2.0
22320,18000000,37.0,1.0,19.0
22321,4652343,34.06,1.0,2.0
22323,7846421,24.0,1.0,8.0
22324,14569319,62.0,4.0,7.0
22325,19550000,88.6,3.0,10.0
22326,47700000,108.3,4.0,23.0
22327,40000000,80.0,3.0,19.0
22329,19500000,54.0,2.0,14.0
22330,43084899,96.91,4.0,23.0
22331,18767555,65.2,3.0,24.0
22332,11000000,46.6,2.0,4.0
22333,16500000,51.0,2.0,7.0
22334,7700000,51.0,3.0,17.0
22335,15800000,75.0,3.0,8.0
22336,130634000,120.4,2.0,5.0
22337,7253365,20.0,1.0,21.0
22338,7000000,46.0,2.0,5.0
22339,24620700,76.7,2.0,6.0
22340,10500000,34.9,1.0,2.0
22341,36155120,110.0,3.0,7.0
22342,11650000,38.5,1.0,3.0
22343,11900000,85.4,3.0,13.0
22344,6542134,34.49,2.0,2.0
22345,11569112,51.4,2.0,23.0
22346,12675998,33.9,1.0,46.0
22347,27000000,107.0,3.0,5.0
22348,40087080,84.0,2.0,48.0
22349,8725080,61.1,3.0,9.0
22350,8200000,53.0,2.0,11.0
22351,67500000,90.0,3.0,1.0
22352,13350000,67.6,3.0,2.0
22353,20838400,59.2,2.0,5.0
22354,9000000,60.0,2.0,11.0
22355,14000000,78.5,3.0,24.0
22356,19550000,38.0,1.0,20.0
22357,13800000,44.0,2.0,4.0
22358,10500000,50.7,2.0,2.0
22359,14247990,30.9,1.0,4.0
22360,13000000,64.4,3.0,3.0
22361,21500000,65.0,2.0,1.0
22362,11500000,62.0,2.0,20.0
22363,20000000,73.0,3.0,8.0
22364,7900000,54.0,1.0,24.0
22365,9373935,28.0,1.0,5.0
22366,18800000,83.9,3.0,12.0
22367,12750000,60.0,3.0,6.0
22368,163267920,138.6,3.0,8.0
22369,12254203,34.03,2.0,21.0
22370,12502905,49.5,2.0,21.0
22371,14300000,60.5,2.0,11.0
22372,10200000,54.0,2.0,7.0
22373,12900000,44.0,2.0,5.0
22374,11600000,44.3,2.0,3.0
22375,38000000,84.0,4.0,13.0
22376,29023530,90.0,3.0,7.0
22377,34490000,83.0,3.0,15.0
22378,4900000,30.1,1.0,2.0
22379,24001866,70.5,2.0,2.0
22380,15950000,31.6,1.0,8.0
22381,117500000,171.7,3.0,20.0
22382,5800000,37.0,1.0,3.0
22383,13400000,40.0,2.0,5.0
22384,20000000,55.2,2.0,7.0
22385,8700000,57.0,2.0,9.0
22386,46892921,114.8,2.0,4.0
22387,32909620,73.0,2.0,15.0
22388,14500000,50.6,2.0,16.0
22389,14900000,67.0,3.0,18.0
22390,12925292,51.3,2.0,6.0
22391,55990000,86.5,2.0,11.0
22392,72087264,109.0,3.0,43.0
22393,17631905,41.08,1.0,24.0
22394,30000000,68.0,3.0,6.0
22395,15300000,33.0,1.0,8.0
22396,13000000,52.0,2.0,6.0
22397,18800000,61.4,2.0,10.0
22398,13200000,45.0,2.0,4.0
22399,9082921,29.8,1.0,11.0
22400,14794450,72.7,3.0,6.0
22401,8990000,61.0,3.0,21.0
22402,14753750,72.5,3.0,14.0
22403,11900000,33.0,1.0,19.0
22404,65000000,146.0,3.0,10.0
22406,55500000,123.0,4.0,2.0
22407,15914803,63.0,3.0,2.0
22408,10600000,55.0,2.0,7.0
22409,6498798,41.66,2.0,13.0
22410,37080000,69.0,2.0,21.0
22411,23000000,101.0,4.0,21.0
22412,14900000,80.0,3.0,6.0
22413,17639770,44.13,1.0,20.0
22414,16500000,37.0,1.0,16.0
22415,6200000,38.0,1.0,2.0
22416,8200000,39.8,1.0,10.0
22417,24511474,70.65,2.0,19.0
22419,37704922,80.6,3.0,6.0
22420,10700000,48.3,2.0,3.0
22421,37726140,72.3,2.0,11.0
22422,35000000,99.4,3.0,4.0
22423,10500000,41.5,1.0,7.0
22424,26900000,99.2,4.0,5.0
22425,18894624,43.0,1.0,6.0
22426,17700000,86.0,3.0,4.0
22427,7200000,35.6,1.0,12.0
22428,43500000,59.0,3.0,5.0
22429,18899000,72.4,3.0,12.0
22430,12050000,46.3,1.0,9.0
22431,85000000,134.0,4.0,3.0
22432,13000000,45.6,1.0,7.0
22433,28500000,46.0,1.0,10.0
22434,28534754,55.6,2.0,2.0
22435,15500000,52.0,2.0,3.0
22436,5700000,43.0,1.0,6.0
22437,56440000,64.4,3.0,28.0
22438,17883180,56.7,2.0,9.0
22439,6550000,34.18,1.0,13.0
22440,325000000,300.0,6.0,28.0
22441,12000000,58.6,2.0,4.0
22442,22900000,103.3,4.0,16.0
22443,12000000,40.5,2.0,4.0
22444,15700000,32.0,1.0,4.0
22445,11000000,38.0,1.0,14.0
22446,5300000,39.0,1.0,3.0
22447,19900000,35.1,2.0,2.0
22448,45000000,113.5,3.0,9.0
22449,14860256,62.99,3.0,20.0
22450,9200000,37.9,1.0,11.0
22452,15400000,42.4,2.0,5.0
22453,21800000,74.7,3.0,8.0
22454,13350000,38.0,2.0,5.0
22455,5200000,33.0,1.0,4.0
22456,13500000,50.3,2.0,2.0
22458,23769750,77.0,3.0,12.0
22459,8250000,48.1,2.0,8.0
22460,56152228,85.9,3.0,3.0
22461,20350801,61.9,2.0,10.0
22462,14110757,56.84,2.0,22.0
22463,7000000,40.1,2.0,2.0
22464,30480989,58.3,2.0,28.0
22465,11440052,37.0,2.0,12.0
22466,7100000,36.1,1.0,9.0
22467,74000000,192.9,5.0,4.0
22468,25803770,89.3,3.0,30.0
22469,7800000,31.0,1.0,9.0
22470,17000000,42.0,2.0,6.0
22471,95989999,119.0,3.0,3.0
22472,14000000,63.8,2.0,5.0
22473,9000000,64.0,2.0,1.0
22474,50838000,84.73,2.0,8.0
22475,11451020,31.0,1.0,18.0
22476,10650000,44.1,1.0,2.0
22478,9011956,56.4,2.0,1.0
22479,8100000,42.3,1.0,14.0
22480,14200000,38.0,1.0,5.0
22481,11900000,40.0,1.0,20.0
22482,11900000,59.0,2.0,13.0
22483,18550000,56.0,2.0,6.0
22484,8500000,40.0,1.0,13.0
22485,6800000,30.6,1.0,9.0
22486,30000000,70.6,3.0,19.0
22487,10920000,25.0,1.0,16.0
22488,23868000,47.0,1.0,3.0
22489,14405237,38.5,1.0,20.0
22490,23384618,49.0,2.0,11.0
22491,31293000,114.0,4.0,4.0
22492,33297829,66.37,3.0,18.0
22493,39500000,41.2,2.0,3.0
22494,56854200,96.2,3.0,15.0
22495,16999000,40.0,1.0,4.0
22496,39900000,80.6,2.0,11.0
22497,7500000,47.0,1.0,9.0
22498,9720480,52.6,2.0,6.0
22499,33000000,66.0,2.0,16.0
22500,9890000,35.0,1.0,3.0
22501,14990000,82.0,3.0,12.0
22502,22900000,77.0,3.0,22.0
22503,42879428,81.7,2.0,3.0
22504,13500000,57.7,3.0,29.0
22505,4750000,12.0,1.0,3.0
22506,13350000,64.0,2.0,5.0
22507,6600000,33.2,1.0,1.0
22508,5791072,28.84,1.0,2.0
22510,28294893,54.2,2.0,1.0
22511,42000000,90.1,3.0,13.0
22512,7450000,45.3,2.0,2.0
22513,14600000,50.0,1.0,2.0
22514,16500000,84.0,3.0,9.0
22515,13500000,34.0,1.0,23.0
22516,10922755,25.9,1.0,30.0
22518,12300000,36.0,1.0,15.0
22519,17000000,79.5,3.0,9.0
22520,23000000,76.0,3.0,8.0
22521,9900000,30.2,1.0,3.0
22522,22300000,71.0,3.0,7.0
22523,19900000,87.3,3.0,18.0
22524,29900000,45.0,1.0,5.0
22525,15930000,37.5,1.0,3.0
22526,5700000,29.0,1.0,1.0
22527,12000000,40.0,1.0,13.0
22528,25500000,85.0,3.0,4.0
22529,25980000,53.2,2.0,6.0
22530,11800000,54.0,2.0,8.0
22531,24400000,51.0,1.0,8.0
22532,15250000,56.9,3.0,1.0
22533,7395000,48.0,1.0,1.0
22534,46079999,77.85,2.0,7.0
22535,11407200,49.0,2.0,18.0
22536,10303844,33.21,1.0,23.0
22537,70000000,161.0,5.0,13.0
22538,10600000,76.0,3.0,11.0
22540,15200000,53.3,2.0,11.0
22541,13700000,49.5,2.0,3.0
22542,30000000,68.0,3.0,20.0
22543,21500000,37.7,2.0,3.0
22544,15600000,73.0,3.0,4.0
22545,12900000,58.0,2.0,4.0
22546,9500000,62.0,2.0,1.0
22547,14000000,54.4,3.0,18.0
22548,6600000,18.0,1.0,5.0
22549,7300000,44.1,1.0,10.0
22550,32963720,72.0,2.0,17.0
22551,16999000,95.0,3.0,20.0
22552,15500000,58.3,3.0,2.0
22553,19800000,57.7,2.0,11.0
22554,10400000,32.6,1.0,5.0
22555,26700000,43.0,1.0,7.0
22556,10000000,44.5,2.0,1.0
22557,23337600,48.0,1.0,11.0
22558,15600000,37.04,1.0,6.0
22559,19800000,36.2,1.0,3.0
22560,18800000,51.0,2.0,16.0
22561,37640220,77.1,2.0,25.0
22562,7302453,21.0,1.0,14.0
22563,70799000,160.5,4.0,8.0
22564,7500000,41.1,1.0,5.0
22565,14500000,62.5,3.0,10.0
22566,17990000,91.3,4.0,1.0
22567,6990000,41.1,1.0,1.0
22568,10497950,40.0,2.0,8.0
22569,5995000,32.0,1.0,2.0
22570,13550000,50.0,2.0,13.0
22571,14590000,37.3,2.0,9.0
22572,24026490,48.0,1.0,12.0
22573,33214110,71.5,2.0,24.0
22574,20000000,49.0,1.0,34.0
22575,8500000,36.0,1.0,5.0
22576,13100000,72.0,2.0,2.0
22577,19700000,53.0,2.0,5.0
22578,7650000,44.5,2.0,4.0
22579,16157707,39.1,1.0,2.0
22580,14521575,61.0,3.0,9.0
22581,46000000,122.5,3.0,7.0
22582,13865172,33.0,1.0,34.0
22583,53990000,101.9,4.0,5.0
22584,20141484,66.0,2.0,17.0
22585,12673895,36.5,1.0,14.0
22586,13500000,50.0,1.0,8.0
22587,47536841,91.1,3.0,3.0
22588,96000000,96.0,3.0,9.0
22589,16000000,44.3,2.0,11.0
22590,12200000,36.5,1.0,12.0
22591,56500000,130.0,3.0,2.0
22592,22500000,90.0,3.0,6.0
22593,37000000,113.0,3.0,3.0
22594,48937500,72.5,3.0,19.0
22595,37006580,63.0,2.0,30.0
22596,12900000,59.7,3.0,6.0
22597,38090000,81.0,3.0,7.0
22598,19500000,58.6,3.0,5.0
22599,8200000,50.0,1.0,9.0
22600,47000000,103.3,3.0,15.0
22601,15200000,54.0,3.0,5.0
22602,23400000,93.0,3.0,16.0
22603,16390000,58.0,1.0,4.0
22604,6460507,24.0,1.0,9.0
22605,21409572,48.2,1.0,17.0
22606,18900000,41.0,1.0,45.0
22607,12193490,59.1,2.0,2.0
22608,6000000,30.0,1.0,1.0
22609,16700000,53.3,3.0,10.0
22611,6850000,55.0,1.0,16.0
22612,56053632,103.0,3.0,16.0
22613,11800000,44.0,2.0,8.0
22614,7498370,27.5,1.0,17.0
22615,14717197,40.0,1.0,44.0
22616,14500000,64.0,3.0,1.0
22617,26300000,75.0,3.0,11.0
22618,13914211,34.9,1.0,25.0
22619,34000000,85.9,3.0,5.0
22621,11690000,43.1,2.0,9.0
22622,8247921,58.4,2.0,1.0
22623,14600000,63.3,3.0,6.0
22624,8200000,43.9,2.0,16.0
22625,13330000,67.7,2.0,25.0
22626,7794476,60.4,3.0,11.0
22627,15000000,58.0,2.0,3.0
22628,8713936,25.72,1.0,22.0
22629,11115600,62.8,2.0,16.0
22630,9895408,34.0,1.0,20.0
22631,20950000,44.0,1.0,21.0
22632,117915720,163.4,4.0,9.0
22633,11834694,82.3,2.0,3.0
22634,23500000,59.5,2.0,5.0
22635,17999000,40.5,1.0,8.0
22636,39500000,70.0,2.0,10.0
22637,11200000,80.29,3.0,4.0
22638,11213782,63.6,2.0,6.0
22639,31930286,102.0,3.0,3.0
22640,6500000,45.5,2.0,4.0
22641,15000000,86.7,3.0,12.0
22642,30250500,64.5,2.0,32.0
22643,23000000,56.2,2.0,7.0
22644,6656768,35.48,2.0,4.0
22645,15400000,35.0,1.0,23.0
22646,34888750,56.5,2.0,2.0
22647,17834519,60.4,2.0,3.0
22648,36660599,85.64,2.0,3.0
22649,21500000,72.1,3.0,1.0
22650,12259887,63.0,3.0,5.0
22651,7744249,22.0,1.0,25.0
22652,16850000,42.2,2.0,28.0
22653,25599460,43.7,1.0,6.0
22654,44068071,75.9,2.0,4.0
22655,27000000,71.8,2.0,10.0
22656,16000000,35.0,1.0,2.0
22657,15311948,37.3,1.0,46.0
22658,16143820,104.83,3.0,6.0
22659,27906336,46.0,1.0,12.0
22661,7999000,39.0,1.0,3.0
22662,13750000,60.0,2.0,14.0
22663,116000000,212.0,5.0,27.0
22664,9200000,40.9,2.0,2.0
22665,15400000,56.0,2.0,10.0
22666,5600000,44.0,2.0,17.0
22668,18380000,43.8,2.0,3.0
22669,15950000,97.0,3.0,5.0
22670,8999999,51.0,2.0,1.0
22671,14500000,41.0,1.0,6.0
22672,17500000,98.0,3.0,18.0
22673,11537738,39.4,1.0,11.0
22674,39454800,89.67,3.0,2.0
22675,11300000,39.2,1.0,6.0
22676,16000000,55.7,2.0,5.0
22677,15500000,50.0,1.0,7.0
22678,24338994,52.0,1.0,16.0
22679,10758794,35.25,1.0,23.0
22680,41000000,120.0,4.0,4.0
22681,13300000,60.1,3.0,2.0
22682,11900000,42.0,1.0,4.0
22683,26690591,57.42,1.0,5.0
22684,21650000,49.0,2.0,2.0
22685,23388041,83.0,4.0,25.0
22686,27911270,56.0,2.0,26.0
22687,15501440,42.0,2.0,4.0
22688,40201835,111.4,3.0,13.0
22689,25000000,70.0,3.0,12.0
22690,34850000,70.0,2.0,5.0
22691,19700000,60.7,2.0,5.0
22692,28651680,80.8,3.0,2.0
22694,9150000,58.4,2.0,9.0
22695,11000000,38.2,1.0,11.0
22696,48840000,58.1,3.0,21.0
22697,15300000,61.0,2.0,15.0
22698,8500000,41.9,1.0,13.0
22699,34000000,104.0,3.0,6.0
22700,10283400,52.2,2.0,18.0
22701,18000000,43.0,1.0,16.0
22702,9700000,62.0,3.0,3.0
22703,14000000,55.7,2.0,2.0
22704,39000000,93.0,2.0,16.0
22705,13000000,56.0,2.0,3.0
22706,22925471,59.08,2.0,23.0
22707,10200000,81.1,3.0,4.0
22708,8900000,43.2,2.0,4.0
22709,41603951,67.3,1.0,24.0
22710,21500000,38.8,2.0,3.0
22711,14286000,36.2,1.0,14.0
22712,11650000,45.0,1.0,9.0
22713,11700000,48.0,2.0,7.0
22714,6904141,36.3,1.0,8.0
22715,25201085,65.24,2.0,11.0
22717,15946818,58.0,2.0,32.0
22718,7800000,40.0,1.0,15.0
22719,31500000,68.6,2.0,23.0
22720,12850000,54.0,2.0,5.0
22721,10490000,39.2,1.0,14.0
22722,59000000,150.1,4.0,23.0
22723,10800000,55.0,1.0,10.0
22724,14307127,63.0,2.0,21.0
22725,14900000,34.0,1.0,38.0
22726,17800000,50.2,2.0,5.0
22727,12495600,35.6,1.0,19.0
22728,17802490,74.2,3.0,11.0
22729,18000000,57.0,3.0,3.0
22730,50000000,90.0,3.0,1.0
22731,16531931,59.39,3.0,18.0
22732,21000000,104.9,3.0,5.0
22733,7800000,44.0,1.0,2.0
22734,22109920,53.2,2.0,13.0
22735,17000000,105.0,3.0,11.0
22736,6500000,37.9,1.0,8.0
22738,45000000,78.4,2.0,32.0
22739,10900000,63.5,3.0,2.0
22740,27132400,46.78,2.0,45.0
22741,16500000,63.3,3.0,4.0
22742,13500000,53.4,2.0,14.0
22743,9500000,39.0,1.0,8.0
22744,22700000,78.8,2.0,9.0
22745,10465671,36.0,1.0,8.0
22746,55500000,118.0,4.0,5.0
22747,19850000,75.0,3.0,2.0
22748,14107005,60.0,3.0,8.0
22749,272113200,252.1,5.0,5.0
22750,12368203,51.9,2.0,17.0
22751,44500000,94.8,3.0,14.0
22752,18025536,42.1,1.0,2.0
22753,21000000,55.5,2.0,19.0
22755,16700320,49.6,2.0,5.0
22756,24000000,46.5,1.0,11.0
22757,6650000,44.2,2.0,3.0
22758,153945960,183.4,5.0,8.0
22759,7841094,23.6,1.0,15.0
22760,6100000,37.4,1.0,6.0
22761,45000000,130.0,3.0,44.0
22762,73420000,117.93,5.0,22.0
22763,14400000,56.3,2.0,4.0
22764,14331171,27.0,1.0,18.0
22765,70819000,105.7,4.0,3.0
22766,11350000,39.1,1.0,20.0
22767,39522952,83.0,3.0,23.0
22768,36600000,84.1,4.0,2.0
22769,18499999,75.0,3.0,13.0
22770,7400000,44.3,1.0,7.0
22771,16500000,77.0,3.0,14.0
22772,29000000,138.5,1.0,18.0
22773,10400000,54.1,2.0,11.0
22774,7850000,61.1,2.0,5.0
22775,30500000,105.6,3.0,1.0
22776,15165711,44.96,1.0,13.0
22777,32499900,97.0,3.0,38.0
22778,240000000,237.0,4.0,4.0
22779,32387070,59.7,2.0,14.0
22780,10850000,52.8,2.0,2.0
22781,22700000,61.8,2.0,5.0
22782,56000000,91.0,4.0,8.0
22783,16100000,62.8,3.0,2.0
22784,18185300,58.0,2.0,20.0
22785,35000000,65.8,2.0,6.0
22786,14500000,37.7,1.0,6.0
22787,16000000,30.0,1.0,10.0
22788,55000000,80.54,2.0,12.0
22789,12200000,74.0,3.0,6.0
22790,12500000,47.0,2.0,3.0
22791,17690000,80.0,3.0,11.0
22792,26990000,110.0,4.0,15.0
22793,175361840,170.0,4.0,6.0
22794,23500000,92.0,3.0,9.0
22795,9599609,58.2,2.0,2.0
22796,26950000,81.0,3.0,12.0
22797,8100000,44.0,2.0,16.0
22798,199900000,173.1,5.0,3.0
22799,15500000,41.0,1.0,17.0
22800,10081542,33.5,1.0,10.0
22801,27302601,83.0,3.0,5.0
22802,16250000,58.5,2.0,8.0
22803,12861628,51.0,2.0,11.0
22804,8600000,39.0,2.0,1.0
22805,17200000,86.0,3.0,4.0
22806,29900000,60.0,1.0,22.0
22807,26300000,103.4,4.0,7.0
22808,11700000,68.0,3.0,11.0
22809,19223000,63.0,2.0,4.0
22810,13600000,62.0,2.0,24.0
22811,7000000,44.6,2.0,4.0
22812,22900000,80.0,3.0,8.0
22813,8980000,63.89,2.0,4.0
22814,5500000,40.0,1.0,7.0
22815,7900000,32.5,1.0,7.0
22816,43706528,67.0,2.0,37.0
22817,15500000,62.0,2.0,8.0
22818,29400000,91.0,3.0,24.0
22819,6785925,26.0,1.0,7.0
22820,34023736,105.0,3.0,4.0
22821,11900000,38.1,1.0,12.0
22822,14738728,40.4,1.0,45.0
22823,12700000,50.8,3.0,6.0
22824,10381096,25.3,1.0,15.0
22825,10807415,33.0,1.0,12.0
22826,13199000,38.2,1.0,11.0
22827,7274602,21.0,1.0,9.0
22828,20000000,45.8,1.0,10.0
22829,10100000,47.0,2.0,1.0
22830,26500000,75.8,3.0,2.0
22831,8289761,25.9,1.0,6.0
22832,11300000,56.4,3.0,7.0
22833,14300000,58.8,3.0,6.0
22834,16000000,57.2,2.0,7.0
22835,47198304,103.0,4.0,26.0
22836,9626548,23.4,1.0,49.0
22837,16500000,75.0,3.0,8.0
22839,18499000,54.0,2.0,3.0
22840,18700000,45.0,1.0,27.0
22841,19188700,61.7,2.0,4.0
22842,4500000,21.8,1.0,2.0
22843,14700000,102.0,4.0,11.0
22844,14320000,33.9,1.0,17.0
22845,60000000,101.0,4.0,5.0
22846,9335250,40.5,1.0,2.0
22847,155737000,156.1,3.0,2.0
22848,23300000,71.3,2.0,15.0
22849,15500000,58.0,2.0,14.0
22850,18064650,72.58,2.0,5.0
22852,12501841,37.2,1.0,25.0
22853,34975000,89.8,3.0,5.0
22855,25074111,58.0,1.0,16.0
22857,18749999,59.2,2.0,17.0
22858,18500000,70.2,2.0,10.0
22859,17575312,39.0,1.0,42.0
22860,8000000,42.0,1.0,1.0
22861,9350000,62.0,2.0,23.0
22862,83000000,110.0,4.0,5.0
22863,26590000,74.0,3.0,6.0
22864,95000000,225.0,6.0,8.0
22865,17100000,56.0,2.0,6.0
22866,26519112,75.3,3.0,27.0
22867,15500000,52.4,2.0,9.0
22868,8018799,40.8,1.0,2.0
22869,18620897,61.1,2.0,24.0
22870,7266555,32.7,1.0,6.0
22871,12700000,53.8,2.0,12.0
22872,18573143,108.2,4.0,1.0
22873,20976300,61.9,2.0,23.0
22874,6984144,26.0,1.0,11.0
22875,6700000,43.0,1.0,16.0
22876,10100000,47.4,1.0,5.0
22877,99170144,187.4,4.0,30.0
22878,5200000,42.6,1.0,8.0
22879,8000000,38.4,1.0,15.0
22880,8200000,52.9,3.0,2.0
22881,22200000,60.1,2.0,18.0
22882,5200000,40.0,2.0,2.0
22883,92000000,104.0,4.0,3.0
22884,23059622,42.2,1.0,13.0
22885,21380000,43.72,1.0,12.0
22886,10952301,39.0,2.0,8.0
22887,43999000,98.0,4.0,9.0
22888,14990000,52.5,3.0,3.0
22889,13500000,38.2,1.0,3.0
22890,28500000,75.4,3.0,3.0
22891,15193197,45.8,1.0,9.0
22892,11450000,44.5,2.0,1.0
22893,8700000,30.5,1.0,5.0
22895,10000000,83.3,4.0,2.0
22897,8300000,30.0,1.0,3.0
22898,16000000,61.3,1.0,16.0
22899,158498523,148.25,3.0,14.0
22900,22000000,76.0,3.0,2.0
22901,17249530,50.0,2.0,11.0
22902,15192500,45.0,1.0,23.0
22903,34355980,62.9,2.0,17.0
22904,19116551,56.8,2.0,6.0
22905,10304652,51.0,2.0,14.0
22906,27000000,116.0,5.0,10.0
22907,21210875,62.5,2.0,20.0
22908,87000000,117.0,4.0,24.0
22909,41328000,98.4,3.0,25.0
22910,67470000,122.65,5.0,12.0
22911,16900000,67.4,2.0,13.0
22912,11500000,48.1,2.0,6.0
22913,10500000,52.0,2.0,7.0
22914,52141098,132.6,3.0,5.0
22915,22499000,55.0,2.0,8.0
22916,7100000,32.0,1.0,5.0
22917,22947010,61.9,2.0,10.0
22918,21000000,63.5,2.0,10.0
22919,23000000,61.1,1.0,7.0
22920,12250000,37.8,1.0,7.0
22921,10751303,58.5,2.0,5.0
22922,8203544,49.6,2.0,16.0
22923,14976183,58.5,3.0,1.0
22924,31870000,52.7,2.0,15.0
22925,86940000,189.0,5.0,4.0
22926,4700000,33.3,1.0,4.0
22927,19900000,79.8,4.0,3.0
22928,98500000,99.9,3.0,9.0
22929,8500000,70.0,3.0,8.0
22930,90000000,147.0,4.0,11.0
22931,13500000,51.4,2.0,13.0
22932,31840439,41.9,1.0,4.0
22933,8100000,53.5,2.0,8.0
22934,22773279,55.7,2.0,2.0
22935,17000000,110.0,3.0,4.0
22936,90000000,133.0,3.0,5.0
22937,13400000,64.0,2.0,5.0
22938,50845072,118.0,4.0,27.0
22939,8199999,28.5,1.0,5.0
22940,11900000,38.1,1.0,15.0
22943,48904156,128.4,4.0,9.0
22944,23700000,64.1,2.0,16.0
22945,31400000,96.0,4.0,2.0
22946,12990000,43.0,2.0,5.0
22947,13700000,36.7,1.0,24.0
22948,8900000,60.0,3.0,5.0
22949,30570000,63.0,2.0,14.0
22950,7409754,39.79,1.0,9.0
22951,18500000,58.0,2.0,3.0
22952,25000000,84.0,4.0,3.0
22953,200000000,262.0,3.0,6.0
22954,21400000,74.3,3.0,1.0
22955,71900000,168.7,3.0,25.0
22956,15500000,75.1,3.0,9.0
22957,9000000,36.5,1.0,4.0
22958,14863402,61.6,3.0,15.0
22959,11000000,65.4,2.0,17.0
22960,12800000,43.4,2.0,5.0
22961,8250000,39.0,1.0,1.0
22962,16891000,53.2,2.0,16.0
22963,105000000,136.7,4.0,3.0
22964,12090000,40.9,1.0,8.0
22965,34500000,71.0,3.0,15.0
22966,11600000,81.8,3.0,3.0
22967,15001140,52.5,3.0,4.0
22968,45500000,72.0,3.0,17.0
22969,18590000,90.4,3.0,4.0
22970,95000000,193.1,4.0,2.0
22971,46900000,130.0,4.0,4.0
22972,12900000,43.5,2.0,9.0
22973,13800000,50.8,2.0,5.0
22974,19490000,58.1,2.0,20.0
22975,12500000,67.0,3.0,9.0
22976,13775888,88.1,3.0,6.0
22977,11300000,47.0,1.0,15.0
22978,13500000,39.0,2.0,1.0
22979,64125028,84.7,3.0,22.0
22981,103980000,137.0,4.0,26.0
22983,17500000,64.5,2.0,11.0
22984,7811506,35.4,2.0,10.0
22985,120000000,145.0,3.0,4.0
22986,35005320,81.2,2.0,4.0
22987,28000000,100.0,4.0,2.0
22988,30000000,71.7,2.0,6.0
22989,30950611,57.6,2.0,30.0
22990,9962832,43.7,1.0,18.0
22991,38000000,133.0,5.0,5.0
22993,140000000,236.0,5.0,5.0
22994,22786788,44.61,2.0,25.0
22995,14207111,63.0,2.0,13.0
22996,43000000,85.8,3.0,5.0
22997,6200000,38.0,1.0,4.0
22998,24800000,66.9,2.0,3.0
22999,15300000,52.0,2.0,8.0
23000,7523256,19.0,1.0,8.0
23001,197000000,212.0,3.0,6.0
23002,39800000,71.0,3.0,3.0
23003,19744004,85.0,3.0,8.0
23004,19500000,75.1,3.0,16.0
23005,108845280,160.0,5.0,9.0
23006,13300000,63.3,2.0,1.0
23007,10600000,39.1,1.0,4.0
23008,36734854,62.2,2.0,10.0
23009,8550000,38.0,1.0,9.0
23010,13300000,95.5,3.0,11.0
23011,71900000,135.0,3.0,11.0
23012,9700000,45.0,2.0,10.0
23013,77960000,140.0,4.0,30.0
23014,10357589,40.0,2.0,4.0
23015,16000000,73.7,2.0,22.0
23016,41293859,75.3,2.0,10.0
23018,48600000,118.5,6.0,4.0
23019,10800000,59.0,2.0,4.0
23020,17995000,75.0,3.0,3.0
23021,22000000,83.0,3.0,2.0
23022,20900000,71.0,3.0,4.0
23023,70299975,68.5,1.0,5.0
23024,22270500,70.7,2.0,18.0
23026,16300000,75.0,3.0,5.0
23027,20014195,73.1,3.0,10.0
23028,10800000,38.4,2.0,5.0
23029,28200000,60.0,1.0,21.0
23030,16500000,60.0,2.0,11.0
23031,21911200,44.9,1.0,26.0
23032,9400000,33.0,1.0,5.0
23033,144050000,245.0,8.0,51.0
23034,7500000,32.0,1.0,5.0
23035,18574109,36.5,2.0,15.0
23036,96449012,218.0,4.0,10.0
23037,36000000,153.6,5.0,10.0
23038,14800000,54.0,2.0,9.0
23039,70263675,137.01,4.0,1.0
23040,13200000,45.0,2.0,3.0
23041,12000000,53.0,3.0,9.0
23042,15500000,54.8,2.0,2.0
23043,10262750,45.9,3.0,9.0
23044,16900000,50.3,2.0,4.0
23045,15155920,47.2,2.0,8.0
23046,41690928,73.0,2.0,3.0
23047,38799600,88.0,3.0,18.0
23048,43900000,76.0,3.0,11.0
23049,30568800,81.3,3.0,21.0
23050,11850000,38.0,2.0,2.0
23051,11500000,44.3,2.0,4.0
23053,12758860,71.8,3.0,6.0
23054,10000000,39.0,1.0,10.0
23055,11200000,40.0,1.0,24.0
23056,21000000,44.0,1.0,20.0
23057,8691041,33.2,1.0,10.0
23058,24137476,70.0,2.0,39.0
23059,15000000,37.0,1.0,9.0
23060,13600000,56.3,2.0,6.0
23061,48485535,63.1,3.0,19.0
23062,9206497,35.0,1.0,17.0
23063,17900000,73.8,3.0,7.0
23064,11520103,61.7,2.0,6.0
